(Compounds Polynucleotides)	SMILES
CANAVANINE	C(C[C@H]([NH3+])C(=O)[O-])ONC(N)=[NH2+]
CARNITINE	C([C@H](O)CC(=O)[O-])[N+](C)(C)C
L-CITRULLINE	C(NC(N)=O)CC[C@H]([NH3+])C(=O)[O-]
L-CYSTATHIONINE	C(SC[C@@H](C([O-])=O)[NH3+])C[C@H]([NH3+])C([O-])=O
L-CYSTEATE	C([C@H]([NH3+])C(=O)[O-])S(=O)(=O)[O-]
CYS	C(S)[C@@H](C(=O)[O-])[NH3+]
CYS-GLY	C(C([O-])=O)NC([C@H](CS)[NH3+])=O
CPD-3740	C([C@@H](C(=O)[O-])[NH3+])SCSC[C@@H](C(=O)[O-])[NH3+]
L-DIHYDROXY-PHENYLALANINE	C([C@H](CC1(\C=C/C(/O)=C(\C=1)/O))[NH3+])(=O)[O-]
CPD-14202	C[C@H](O)[C@H](O)C1(\CNC2(NC(/N)=N/C(C(/N=1)=2)=O))
CPD-33	C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
GLT	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O
L-GLUTAMATE_GAMMA-SEMIALDEHYDE	C(C[C@H]([NH3+])C([O-])=O)C=O
GLN	C(=O)(N)CC[C@H]([NH3+])C([O-])=O
L-GULONATE	C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]
L-GULONO-1-4-LACTONE	C([C@@H]([C@@H]1([C@@H]([C@@H](C(O1)=O)O)O))O)O
HIS	C1(\N\C=N/C(\C[C@@H](C(=O)[O-])[NH3+])=1)
L-HISTIDINOL-P	C1(\N\C=N/C(\C[C@@H](COP([O-])(=O)[O-])[NH3+])=1)
HOMO-CYS	C([C@H](CCS)[NH3+])(=O)[O-]
HOMO-SER	C(CO)[C@H]([NH3+])C([O-])=O
CPD-15554	C1(C[C@H]([NH3+])C(=O)O1)
CPD0-1090	C([C@@H]([C@H]([C@@H]([C@H](C([O-])=O)O)O)O)O)([O-])=O
ILE	CC[C@H](C)[C@H]([NH3+])C(=O)[O-]
CPD-14736	C(=O)([O-])[C@@H]([NH3+])CC(=O)C1(/C=C\C=C/C(/N)=1)
LEU	CC(C[C@H]([NH3+])C([O-])=O)C
LYS	C([NH3+])CCC[C@H]([NH3+])C([O-])=O
CPD0-1198	C([O-])(=O)[C@H](O)[C@H](O)[C@@H](O)CO
MET	CSCC[C@H]([NH3+])C([O-])=O
CPD-8990	CS(=O)CC[C@H]([NH3+])C(=O)[O-]
L-ORNITHINE	C(=O)([O-])[C@@H]([NH3+])CCC[NH3+]
PHE	C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C=C\C=1)
L-PHOSPHINOTHRICIN	CP(CC[C@H]([NH3+])C(=O)[O-])([O-])=O
L-PIPECOLATE	C1(CCC[C@@H](C([O-])=O)[NH2+]1)
PRO	C1([NH2+][C@@H](CC1)C(=O)[O-])
CPD-11621	C(=O)(N)C1([NH2+]CCC1)
CPD-821	C1(CC[C@H]([N+](C)(C)1)C([O-])=O)
QUINATE	C(=O)([O-])[C@@]1(O)(C[C@@H](O)[C@H](O)[C@H](O)C1)
SACCHAROPINE	C(CC[NH2+][C@@H](CCC([O-])=O)C([O-])=O)C[C@H]([NH3+])C([O-])=O
CPD-13717	C([Se]C[C@@H](C([O-])=O)[NH3+])C[C@H]([NH3+])C(=O)[O-]
L-SELENOCYSTEINE	C([SeH])[C@H]([NH3+])C([O-])=O
SELENOMETHIONINE	C[Se]CC[C@@H](C([O-])=O)[NH3+]
SER	C(O)[C@H]([NH3+])C(=O)[O-]
TARTRATE	C([C@@H]([C@H](C([O-])=O)O)O)([O-])=O
CPD-644	C(=O)([O-])[C@H]([C@H](C1(\C=C/C=C\C=1))O)[NH3+]
THR	C[C@@H](O)[C@H]([NH3+])C(=O)[O-]
TRP	C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2))
TYR	C([C@H](CC1(\C=C/C(/O)=C\C=1))[NH3+])(=O)[O-]
VAL	CC(C)[C@H]([NH3+])C([O-])=O
DODECANOATE	CCCCCCCCCCCC([O-])=O
LAUROYLCOA-CPD	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
LEUKOTRIENE-C4	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@@H](C(=O)NCC([O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O)[C@H](CCCC([O-])=O)O
CPD66-21	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@@H](C(=O)NCC([O-])=O)[NH3+])[C@H](CCCC([O-])=O)O
LINAMARIN	CC(C)(C#N)O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1)
LINOLEIC_ACID	CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O
CPD-18	CCCCC\C=C/C\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-14594	CC(O[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](O)[C@H](O)[C@@H](O)2))(C#N)C
CPD0-1283	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]2([C@H]([C@H](OC[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H](O)1))O[C@H](CO)[C@H]2OP([O-])(=O)[O-])NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
Lipid-A-1-2-aminoethyl-PP	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]2([C@H]([C@H](OC[C@H]1(O[C@H](OP(=O)([O-])OP(OCC[NH3+])(=O)[O-])[C@H](NC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@H](O)1))O[C@H](CO)[C@H]2OP(=O)([O-])[O-])NC(C[C@H](OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)
BISOHMYR-GLC	CCCCCCCCCCC[C@H](CC(=O)N[C@H]1([C@@H](O[C@H](CO)[C@H]([C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC)O)OC[C@@H]2([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O2)))O
CPD-22403	CCCCCCCCC[C@H](CC(=O)N[C@H]1([C@@H](O[C@H](CO)[C@H]([C@@H]1OC(=O)C[C@H](O)CCCCCCC)O)OC[C@@H]2([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCC)[C@@H](OP([O-])([O-])=O)O2)))O
CPD-15238	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%12([C@H]([C@@H](O[C@H](CO[C@@]%11(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]9(O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])OP(=O)([O-])OCC[NH3+])[C@H](O[C@@H]8(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]7(O[C@H](CO[C@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]6(O[C@H](CO[C@H]4(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)4))[C@H](O)[C@H](O)[C@@H](O[C@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)5))6)))[C@@H](O)7))[C@H](O)8))[C@H](O)9))[C@H](O[C@]%10(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C%10)C(=O)[O-])C%11))[C@H]%12OP([O-])([O-])=O)OC[C@@H]%13([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O%13))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
CPD-15242	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%12([C@H]([C@@H](O[C@H](CO[C@@]%11(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]9(O[C@H]([C@@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@@H]8(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]7(O[C@H](CO[C@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]6(O[C@H](CO[C@H]4(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)4))[C@H](O)[C@H](O)[C@@H](O[C@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)5))6)))[C@@H](O)7))[C@H](O)8))[C@H](O)9))[C@H](O[C@]%10(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C%10)C(=O)[O-])C%11))[C@H]%12OP([O-])(=O)OP(OCC[NH3+])([O-])=O)OC[C@@H]%13([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O%13))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
CPD-23878	C[C@H](C(=O)N[C@H](C)C([O-])=O)NC(=O)[C@H](CCC[C@@H]([NH3+])C([O-])=O)NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(C)=O)1))[C@@H](CO)O[C@@H]([C@H](NC(=O)C)2)OP([O-])(=O)O)
CPD-13350	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)1)CO[C@H]2([C@H](NC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H]([C@H](O2)CO)OP([O-])(=O)O[C@H]3(OC[C@H]([NH3+])[C@H](O)[C@@H](O)3)))
LIPID-IV-A	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)1)CO[C@@H]2(O[C@H](CO)[C@H]([C@@H]([C@H]2NC(C[C@H](O)CCCCCCCCCCC)=O)OC(=O)C[C@H](O)CCCCCCCCCCC)OP([O-])([O-])=O))
CPD-22402	CCCCCCCCC[C@@H](O)CC(=O)N[C@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCC)1)CO[C@@H]2(O[C@H](CO)[C@H]([C@@H]([C@H]2NC(C[C@H](O)CCCCCCCCC)=O)OC(=O)C[C@H](O)CCCCCCC)OP([O-])([O-])=O))
BISOHMYR-GLUCOSAMINYL-1P	CCCCCCCCCCC[C@H](CC(N[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1OP([O-])(=O)[O-])CO)O)OC(C[C@@H](CCCCCCCCCCC)O)=O))=O)O
CPD-22404	CCCCCCCCC[C@H](CC(N[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1OP([O-])(=O)[O-])CO)O)OC(C[C@@H](CCCCCCC)O)=O))=O)O
CPD-10277	CC[C@@](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))(C#N)C
MALEAMATE	C(\C(N)=O)=C\C(=O)[O-]
MALEATE	C([O-])(=O)\C=C/C([O-])=O
MALONATE	C(C([O-])=O)C([O-])=O
MALONYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD0-1133	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)O[C@H]2([C@H](O)[C@@H](O)[C@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@H](O[C@H](CO)3)O[C@H]7([C@H](O)[C@@H](O)[C@@H](O[C@H]6([C@H](O)[C@@H](O)[C@@H](O[C@H]4([C@H](O)[C@@H](O)[C@H](O[C@H](CO)4)O[C@H]5([C@H](O)[C@@H](O)C(O)O[C@H](CO)5)))O[C@H](CO)6))O[C@H](CO)7))))
MALTOHEXAOSE	C([C@H]6(O[C@H](O[C@@H]5([C@H](O[C@H](O[C@@H]4([C@H](O[C@H](O[C@@H]1([C@H](O[C@@H]([C@@H]([C@H]1O)O)O[C@@H]2([C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3([C@H](OC([C@@H]([C@H]3O)O)O)CO))CO))CO))[C@@H]([C@H]4O)O)CO))[C@@H]([C@H]5O)O)CO))[C@@H]([C@H]([C@@H]6O)O)O))O
MALTOPENTAOSE	C([C@H]5(O[C@H](O[C@@H]4([C@H](O[C@H](O[C@@H]1([C@H](O[C@@H]([C@@H]([C@H]1O)O)O[C@@H]2([C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3([C@H](OC([C@@H]([C@H]3O)O)O)CO))CO))CO))[C@@H]([C@H]4O)O)CO))[C@@H]([C@H]([C@@H]5O)O)O))O
MALTOTETRAOSE	C([C@H]4(O[C@H](O[C@@H]3([C@H](O[C@H](O[C@@H]2([C@H](O[C@H](O[C@@H]1([C@H](OC(O)[C@@H]([C@H]1O)O)CO))[C@@H]([C@H]2O)O)CO))[C@@H]([C@H]3O)O)CO))[C@@H]([C@@H](O)[C@@H]4O)O))O
MALTOTRIOSE	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3([C@H](OC([C@@H]([C@H]3O)O)O)CO))CO)))O
MENADIOL	CC2(\C(\O)=C1(\C=C/C=C\C/1=C(\C=2)/O))
CPD-3766	CC1(\C(C2(/C=C\C=C/C(/C(\C=1)=O)=2))=O)
CPD-12127	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12128	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12129	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12130	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12124	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12125	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
REDUCED-MENAQUINONE	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(\C(\C(\O)=1)=C/C=C\C=2))/O)
CPD-12126	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-901	CC(=O)O[Hg]C1(\C=C/C=C\C=1)
MESO-DIAMINOPIMELATE	C([C@H](CCC[C@H](C([O-])=O)[NH3+])[NH3+])([O-])=O
CH4	C
CPD-15551	CS(=O)[O-]
CPD-3746	CS(=O)(=O)[O-]
CPD-7671	CS
METOH	CO
CPD-7037	CSCCCO
CPD-10546	COC(=O)CC1(\C2(\C(\N\C=1)=C/C=C\C=2))
CPD-8973	COP(OC1(\C=C/C(/[N+](=O)[O-])=C\C=1))(OC)=S
CPD0-1147	CN(C)C2(\C=C/C(/N=N/C1(\C=C/C=C\C(\C(=O)[O-])=1))=C\C=2)
METHACRYLYL-COA	C=C(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C
METHYLAMINE	C[NH3+]
METHYLARSONATE	C[As](=O)([O-])O
METHYLARSONITE	C[As](O)O
METHYL-GLYOXAL	CC(C=O)=O
CPD-21193	C[Hg+]
CPD-21194	C(S[Hg]C)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
CPD0-1068	CP([O-])(=O)O
CPD-6442	COC(C1(/C=C\C=C/C(/O)=1))=O
MG-PROTOPORPHYRIN	C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/CCC(=O)[O-])=C(C)/C1(/N([Mg]N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N2))=3)4)5)))=N6)))
MG+2	[Mg+2]
MN+2	[Mn+2]
MO+2	[Mo+2]
CPD-3	[Mo](=O)(=O)([O-])[O-]
CPD-4	C(OP([O-])(=O)[O-])[C@@H]1(C(\[S-])=C([C@H]2([C@@H](O1)NC3(/N=C(N)\NC(=O)C(/N2)=3)))\S)
CPD-8122	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OP([O-])(=O)OC[C@H]5(O[C@H]4(NC6(/N=C(N)\NC(=O)C(/N[C@H]4C(\S)=C5\[S-])=6))))(=O)[O-]
MONOTRANS-CIS-DECAPRENYL-GROUP	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD-11984	CC(C)=CCCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)[O-]
CPD-21167	CC1(\C(N2(N(C(/C)=1)C(/CCl)=C(C)/C2=O))=O)
CPD-8123	C(OP([O-])(=O)[O-])[C@@H]1(C4(\S[Mo](=O)(=O)SC(/[C@H]2([C@@H](O1)NC3(/N=C(N)\NC(=O)C(/N2)=3)))=4))
MYO-INOSITOL	[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@H]1O)O)O)O)O)O
CPD-7836	CCCCCCCCCCCCCC([O-])=O
TETRADECANOYL-COA	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD1G01-8	CCCCCCCCCCCCCC(NC(=O)CCC(=O)NC(CC1(\C=C/C(/O)=C\C=1))C2(\N[C@@H](CC\[NH+]=2)C(=O)NC(CC([O-])=O)C(=O)NC(C(=O)NC(C4(\NC(C(=O)NCC(NC(C(NC3(CCCN(O)C(=O)3))=O)CO)=O)CC\[NH+]=4))C(O)C([O-])=O)CCC[NH3+]))=O
CPD-13227	CC(=O)N[C@H]1(C(O)O[C@H](CO)[C@H]([C@H](O)1)O[C@H]2([C@H](NC(C)=O)[C@@H](O)[C@@H]([C@@H](CO)O2)O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)CO)))
CPD0-1148	CN(C)C1(\C=C/C(/N)=C\C=1)
DIMETHYL-GLYCINE	C[NH+](CC([O-])=O)C
N-5-PHOSPHORIBOSYL-ANTHRANILATE	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](NC1(/C=C\C=C/C(/C(=O)[O-])=1))[C@H](O)[C@H](O)2)
N-ACETYL-D-GLUCOSAMINE-1-P	CC(=O)N[C@@H]1([C@@H](O)[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])[O-])1)
CPD-13462	CC(=O)N[C@@H]1([C@@H](O)O[C@H](CO)[C@@H](O)[C@H](O)1)
CPD0-1643	C[C@@H](O[C@@H]1([C@@H](NC(=O)C)[C@H](O[C@H](CO)[C@H]1O)OP([O-])(=O)[O-]))C(=O)[O-]
CPD-15184	C[C@@H](C(=O)[O-])NC([C@H](O[C@@H]1([C@@H](NC(=O)C)[C@@H](O)O[C@H](CO)[C@@H](O)1))C)=O
N-ACETYL-D-GLUCOSAMINE	CC(=O)N[C@H]1([C@H](O)O[C@H](CO)[C@@H](O)[C@H](O)1)
CPD0-1081	C[C@H](C(=O)[O-])O[C@@H]2([C@@H](NC(=O)C)[C@@H]1(OC[C@@H](O1)[C@H]2O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)))
CPD0-1123	CC(=O)N[C@@H]1([C@H](C[C@](C([O-])=O)(O)O[C@H]1[C@H](O)[C@H](O)CO)O)
N-ACETYL-D-GALACTOSAMINE-6-PHOSPHATE	CC(=O)N[C@H]1(C(O)O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@H](O)1)
CPD-370	CC(N[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C([O-])=O)=O
CPD-13360	C[C@@H](C(N[C@H](CCC(N[C@@H](CCCC(C([O-])=O)[NH3+])C([O-])=O)=O)C([O-])=O)=O)NC(C(C)O[C@@H]1([C@H]([C@@H](O)O[C@H](CO)[C@H]1O[C@H]2([C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)NC(C)=O))NC(C)=O))=O
CPD-13359	C[C@@H](C(N[C@H](CCC(N[C@@H](CCCC(C([O-])=O)[NH3+])C(N[C@H](C)C([O-])=O)=O)=O)C([O-])=O)=O)NC(C(C)O[C@@H]1([C@H]([C@@H](O)O[C@H](CO)[C@H]1O[C@H]2([C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)NC(C)=O))NC(C)=O))=O
CPD0-881	C[C@@H](O[C@@H]1([C@H](C(O[C@@H]([C@H]1O)COP([O-])(=O)[O-])O)NC(=O)C))C([O-])=O
CPD-7224	CC(=O)N[C@H](C([O-])=O)CCCNC(=O)N
ACETYL-GLU	CC(=O)N[C@H](C([O-])=O)CCC(=O)[O-]
CPD-469	CC(=O)N[C@H](C([O-])=O)CCC=O
CPD0-2015	CC(=O)N[C@@H](CCSC)C([O-])=O
N-ALPHA-ACETYLORNITHINE	CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-]
N-ACETYL-GLUTAMYL-P	CC(=O)N[C@H](C([O-])=O)CCC(=O)OP([O-])(=O)[O-]
CPD-9999	CC(=O)N[C@H](C(=O)[O-])CCP(C)([O-])=O
CPD-569	CC(=O)NCCCC[NH3+]
CPD0-1442	CC(=O)N[C@H](C(=O)OC)CCCC[NH3+]
CARBAMYUL-L-ASPARTATE	C(=O)([O-])C[C@H](NC(N)=O)C([O-])=O
N-CARBAMOYLGLYCINE	C(NC(=O)N)C(=O)[O-]
CPD-597	C(CCCNC(N)=O)[NH3+]
CPD-807	CCNC1(\N=C(/N=C(\N=1)/O)\O)
CPD-806	CCNC1(\N=C(\N=C(N)/N=1)\O)
CPD-10490	CCNCC(=O)[O-]
N-ETHYLMALEIMIDE	CCN1(C(=O)\C=C/C(=O)1)
CPD0-903	CCN1(C(CCC1=O)=O)
N-FORMIMINO-L-GLUTAMATE	C(N[C@H](C([O-])=O)CCC([O-])=O)=[NH2+]
CPD-600	C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
N-FORMYLKYNURENINE	C(=O)NC1(/C=C\C=C/C(/C(=O)C[C@H]([NH3+])C(=O)[O-])=1)
CPD-12278	C(\C(=O)NC=O)=C\C(=O)[O-]
N-ISOPROPYLAMMELIDE	CC(NC1(\N=C(/N=C(\N=1)/O)\O))C
CPD-904	C1(CC[C@@H](C([O-])=O)[NH+](C)1)
CPD-19237	CC(=O)NC
N-SUCCINYL-2-AMINO-6-KETOPIMELATE	C(CC(=O)C(=O)[O-])C[C@H](NC(CCC([O-])=O)=O)C([O-])=O
N-SUCCINYLLL-2-6-DIAMINOPIMELATE	C(C[C@H]([NH3+])C(=O)[O-])C[C@H](NC(CCC([O-])=O)=O)C([O-])=O
CPD-13489	C([NH3+])CC[NH2+]CCCCNC(N)=[NH2+]
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE	C([NH3+])C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1)
N1-METHYLADENINE	CN2(\C=N/C1(\C(\N=C/N=1)=C(N)/2))
NITROGEN-MOLECULE	N#N
5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE	C(NC=O)C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1)
CPD-421	C(CC[C@H](NC(=O)CCC([O-])=O)C(=O)[O-])NC(N)=[NH2+]
CPD-822	C(CC[C@H](NC(CCC(=O)[O-])=O)C(=O)[O-])=O
N2-SUCCINYLORNITHINE	C(CC[C@@H](C([O-])=O)NC(=O)CCC([O-])=O)[NH3+]
N2-SUCCINYLGLUTAMATE	C(CCC(=O)[O-])(N[C@@H](CCC(=O)[O-])C(=O)[O-])=O
